Pressure (bar),Flow (L/min),Flow (mL/s)
5.3244,1.1881,1.9802
5.3343,1.1881,1.9802
5.3343,1.1881,1.9802
5.3264,1.1881,1.9802
5.3442,1.1881,1.9802
5.3442,1.1881,1.9802
5.3442,1.1881,1.9802
5.3422,1.1881,1.9802
5.3442,1.1881,1.9802
5.3224,1.1881,1.9802
5.3442,1.1881,1.9802
5.3224,1.1881,1.9802
5.3244,1.1881,1.9802
5.3244,1.1881,1.9802
5.3442,1.1881,1.9802
5.3382,1.1881,1.9802
5.3264,1.1881,1.9802
5.3264,1.1881,1.9802
5.3205,1.1881,1.9802
5.3363,1.1881,1.9802
5.3244,1.1881,1.9802
5.3244,1.1881,1.9802
5.3422,1.1881,1.9802
5.3422,1.1881,1.9802
5.3165,1.1881,1.9802
5.3264,1.1881,1.9802
5.3323,1.1881,1.9802
5.3303,1.1881,1.9802
5.3343,1.1881,1.9802
5.3442,1.1881,1.9802
5.3402,1.1881,1.9802
5.3402,1.1881,1.9802
5.3422,1.1881,1.9802
5.3442,1.1881,1.9802
5.3442,1.1881,1.9802
5.3343,1.1881,1.9802
5.3323,1.1881,1.9802
5.3264,1.1881,1.9802
5.3343,1.1881,1.9802
5.3323,1.1881,1.9802
5.3461,1.1881,1.9802
5.3442,1.1881,1.9802
5.3224,1.1881,1.9802
5.3442,1.1881,1.9802
5.3303,1.1881,1.9802
5.3323,1.1881,1.9802
5.3442,1.1881,1.9802
5.3442,1.1881,1.9802
5.3402,1.1881,1.9802
5.3422,1.1881,1.9802
5.358,1.1881,1.9802
5.3382,1.1881,1.9802
5.3402,1.1881,1.9802
5.3461,1.1881,1.9802
5.3343,1.1881,1.9802
5.3442,0.0,0.0
5.3363,0.0,0.0
5.3007,0.0,0.0
5.3402,0.0,0.0
5.3402,0.0,0.0
5.3402,0.0,0.0
5.3146,0.0,0.0
5.3402,0.0,0.0
5.3363,0.0,0.0
5.3323,0.0,0.0
5.3422,0.0,0.0
5.3461,0.0,0.0
5.3323,0.0,0.0
5.3264,0.0,0.0
5.3402,0.0,0.0
5.3343,0.0,0.0
5.3422,0.0,0.0
5.3244,0.0,0.0
5.3323,0.0,0.0
5.3382,0.0,0.0
5.3343,0.0,0.0
5.3422,0.0,0.0
5.3442,0.0,0.0
5.3264,0.0,0.0
5.3343,0.0,0.0
5.3343,0.0,0.0
5.3402,0.0,0.0
5.3244,0.0,0.0
5.3422,0.0,0.0
5.3303,0.0,0.0
5.3323,0.0,0.0
5.3343,0.0,0.0
5.3343,0.0,0.0
5.3264,0.0,0.0
5.3323,0.0,0.0
5.3264,0.0,0.0
5.3323,0.0,0.0
5.354,0.0,0.0
5.3343,0.0,0.0
5.3382,0.0,0.0
5.3442,0.0,0.0
5.3363,0.0,0.0
5.3343,0.0,0.0
5.3442,0.0,0.0
5.3382,0.0,0.0
5.3343,0.0,0.0
5.3422,0.0,0.0
5.3363,0.0,0.0
5.3264,0.0,0.0
5.3303,0.0,0.0
5.3303,0.0,0.0
5.3264,0.0,0.0
5.3382,0.0,0.0
5.3422,0.0,0.0
5.3402,0.0,0.0
5.3402,0.0,0.0
5.3422,0.0,0.0
5.3323,0.0,0.0
5.3224,0.0,0.0
5.3343,0.0,0.0
5.3402,0.0,0.0
5.3224,0.0,0.0
5.3422,0.0,0.0
5.3264,0.0,0.0
5.3442,0.0,0.0
5.3343,0.0,0.0
5.3343,0.0,0.0
5.3382,0.0,0.0
5.3224,0.0,0.0
5.3442,0.0,0.0
5.3185,0.0,0.0
5.3442,0.0,0.0
5.3402,0.0,0.0
5.3422,0.0,0.0
5.3461,0.0,0.0
5.3264,0.0,0.0
5.3402,0.0,0.0
5.3363,0.0,0.0
5.3461,0.0,0.0
5.3323,0.0,0.0
5.3422,0.0,0.0
5.3343,0.0,0.0
5.3422,0.0,0.0
5.3442,0.0,0.0
5.3323,0.0,0.0
5.3461,0.0,0.0
5.3343,0.0,0.0
5.3343,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3343,0.0,0.0
5.3343,0.0,0.0
5.3442,0.0,0.0
5.3343,0.0,0.0
5.3442,0.0,0.0
5.3382,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3422,0.0,0.0
5.3343,0.0,0.0
5.3343,0.0,0.0
5.3323,0.0,0.0
5.3895,0.0,0.0
5.3442,0.0,0.0
5.3146,0.0,0.0
5.3323,0.0,0.0
5.2455,0.0,0.0
