Pressure (bar),Flow (L/min),Flow (mL/s)
5.1054,0.0,0.0
5.1014,0.0,0.0
5.1133,0.0,0.0
5.1093,2.9043,4.8405
5.131,2.9043,4.8405
5.1488,2.9043,4.8405
5.1527,2.9043,4.8405
5.1429,2.9043,4.8405
5.1429,2.9043,4.8405
5.1488,2.9043,4.8405
5.1823,2.9043,4.8405
5.1764,2.9043,4.8405
5.1665,2.9043,4.8405
5.1725,2.9043,4.8405
5.1665,2.9043,4.8405
5.1843,2.9043,4.8405
5.1843,2.9043,4.8405
5.1961,2.9043,4.8405
5.1942,2.9043,4.8405
5.1764,2.9043,4.8405
5.1882,2.9043,4.8405
5.2001,2.9043,4.8405
5.206,2.9043,4.8405
5.2119,2.9043,4.8405
5.1981,2.9043,4.8405
5.208,2.9043,4.8405
5.2119,2.9043,4.8405
5.206,2.9043,4.8405
5.1981,2.9043,4.8405
5.21,2.9043,4.8405
5.206,2.9043,4.8405
5.1961,2.9043,4.8405
5.2179,2.9043,4.8405
5.2119,2.9043,4.8405
5.1922,2.9043,4.8405
5.2179,2.9043,4.8405
5.2001,2.9043,4.8405
5.1942,2.9043,4.8405
5.2179,2.9043,4.8405
5.2119,2.9043,4.8405
5.2119,2.9043,4.8405
5.2179,2.9043,4.8405
5.206,2.9043,4.8405
5.2179,2.9043,4.8405
5.2179,2.9043,4.8405
5.2159,2.9043,4.8405
5.2159,2.9043,4.8405
5.2218,2.9043,4.8405
5.2159,2.9043,4.8405
5.2179,2.9043,4.8405
5.2179,2.9043,4.8405
5.2336,2.9043,4.8405
5.206,2.9043,4.8405
5.2179,2.9043,4.8405
5.2139,2.9043,4.8405
5.2119,2.9043,4.8405
5.2179,2.9043,4.8405
5.2119,2.9043,4.8405
5.2179,2.9043,4.8405
5.2139,2.9043,4.8405
5.2257,2.9043,4.8405
5.2159,2.9043,4.8405
5.2119,2.9043,4.8405
5.2119,2.9043,4.8405
5.2198,2.9043,4.8405
5.1961,2.9043,4.8405
5.2179,2.9043,4.8405
5.2179,2.9043,4.8405
5.2179,2.9043,4.8405
5.2179,2.9043,4.8405
5.2119,2.9043,4.8405
5.2139,2.9043,4.8405
5.2001,2.9043,4.8405
5.2198,2.9043,4.8405
5.206,2.9043,4.8405
5.2179,2.9043,4.8405
5.204,2.9043,4.8405
5.2179,2.9043,4.8405
5.2139,2.9043,4.8405
5.204,2.9043,4.8405
5.206,2.9043,4.8405
5.2179,2.9043,4.8405
5.2179,2.9043,4.8405
5.2139,2.9043,4.8405
5.2179,2.9043,4.8405
5.2139,2.9043,4.8405
5.2119,2.9043,4.8405
5.206,2.9043,4.8405
5.2218,2.9043,4.8405
5.2179,2.9043,4.8405
5.2139,2.9043,4.8405
5.2159,2.9043,4.8405
5.2159,2.9043,4.8405
5.1685,2.9043,4.8405
5.1961,2.9043,4.8405
5.2317,2.9043,4.8405
5.208,2.9043,4.8405
5.2179,2.9043,4.8405
5.1547,2.9043,4.8405
